Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
9287,Victoria,Riverside Plaza,44.97,-93.24889,Acadia Cafe,44.970134231909284,-93.24700109810958,Bar
9288,Victoria,Riverside Plaza,44.97,-93.24889,Flamin Thai Cuisine,44.972714,-93.24695,Asian Restaurant
9289,Victoria,Riverside Plaza,44.97,-93.24889,Comstock Hall,44.972396110509145,-93.23686838150024,College Residence Hall
9290,Victoria,Riverside Plaza,44.97,-93.24889,Rarig Center,44.97026630861508,-93.24231832901405,Performing Arts Venue
9291,Victoria,Riverside Plaza,44.97,-93.24889,Northern Coffeeworks,44.97536611545152,-93.25347694427134,Coffee Shop
9292,Victoria,Riverside Plaza,44.97,-93.24889,Pog Mahone's Pub & Grill,44.97645052103706,-93.25568042255517,Bar
9293,Victoria,Riverside Plaza,44.97,-93.24889,The Nomad World Pub,44.968787,-93.246911,Bar
9294,Victoria,Riverside Plaza,44.97,-93.24889,Ted Mann Concert Hall,44.97053587657267,-93.24098610147672,Concert Hall
9295,Victoria,Riverside Plaza,44.97,-93.24889,Delta Sky360° Club,44.9733296835911,-93.25773596763611,Athletics & Sports
9296,Victoria,Riverside Plaza,44.97,-93.24889,Walter F. Mondale Hall,44.97320320511515,-93.24476943789291,Law School
9297,Victoria,Riverside Plaza,44.97,-93.24889,Keefer Court,44.97045219035784,-93.2472966831057,Asian Restaurant
9298,Victoria,Riverside Plaza,44.97,-93.24889,Open Book,44.975711592445556,-93.25411658459109,Public Art
9299,Victoria,Riverside Plaza,44.97,-93.24889,Starbucks,44.969936840974,-93.24468587849458,Coffee Shop
9301,Victoria,Riverside Plaza,44.97,-93.24889,American Indian Center,44.96300136385451,-93.25223596841272,Art Gallery
9302,Victoria,Riverside Plaza,44.97,-93.24889,Chipotle Mexican Grill,44.97285733,-93.24767683,Mexican Restaurant
9303,Victoria,Riverside Plaza,44.97,-93.24889,Mississippi Queen River Cruise,44.97572120077592,-93.24044695016147,Boat or Ferry
9304,Victoria,Riverside Plaza,44.97,-93.24889,Sanctuary,44.97648229473153,-93.25569284945614,American Restaurant
9305,Victoria,Riverside Plaza,44.97,-93.24889,Theatre in the Round,44.97250786049824,-93.24704634775209,Performing Arts Venue
9306,Victoria,Riverside Plaza,44.97,-93.24889,Pow Wow Grounds,44.96282298101871,-93.25431938053582,Coffee Shop
9307,Victoria,Riverside Plaza,44.97,-93.24889,Dilla's Ethiopan Restaurant,44.96977543194783,-93.24645599950158,African Restaurant
9308,Victoria,Riverside Plaza,44.97,-93.24889,Franklin Ave Station,44.96824168110957,-93.25086403970856,Bus Station
9309,Victoria,Riverside Plaza,44.97,-93.24889,Mediterranean Deli,44.968105583618666,-93.24726124128274,Greek Restaurant
9310,Victoria,Riverside Plaza,44.97,-93.24889,The Wienery,44.96953145028357,-93.2472534925312,Hot Dog Joint
9311,Victoria,Riverside Plaza,44.97,-93.24889,Encore Karaoke & Sushi Lounge,44.962691716863326,-93.24173994822857,Bar
9312,Victoria,Riverside Plaza,44.97,-93.24889,Taj Salon Spa,44.97338445080618,-93.246302881805,Cosmetics Shop
9313,Victoria,Riverside Plaza,44.97,-93.24889,Kennedy Center: James Haglund Family Fitness and Recreation Center,44.965578899921695,-93.23919106656341,College Gym
9314,Victoria,Riverside Plaza,44.97,-93.24889,Southern Theater,44.97345805455859,-93.24793725538812,Performing Arts Venue
9315,Victoria,Riverside Plaza,44.97,-93.24889,The Loft Literary Center,44.97562331408379,-93.2540867949331,Non-Profit
9316,Victoria,Riverside Plaza,44.97,-93.24889,Grumpy's Bar & Grill,44.97514738623988,-93.25295386156064,Bar
9317,Victoria,Riverside Plaza,44.97,-93.24889,Comstock Student Dining Hall,44.97222860466721,-93.23722557773323,Restaurant
9318,Victoria,Riverside Plaza,44.97,-93.24889,Subway,44.97200207172094,-93.24339430449342,Sandwich Place
9319,Victoria,Riverside Plaza,44.97,-93.24889,Minnesota Center for Book Arts,44.975690888421596,-93.25413563799032,Art Gallery
9320,Victoria,Riverside Plaza,44.97,-93.24889,Malabari Kitchen,44.9695,-93.2472,Indian Restaurant
9321,Victoria,Riverside Plaza,44.97,-93.24889,Mashkiki Waakaigan,44.962617474892326,-93.25412501572077,Pharmacy
9322,Victoria,Riverside Plaza,44.97,-93.24889,Augsburg College - Ed Saugestad Rink,44.96609955262923,-93.23777401294646,Athletics & Sports
9323,Victoria,Riverside Plaza,44.97,-93.24889,Twin Cities Marathon Starting Line,44.97359738986836,-93.26022300239599,Outdoors & Recreation
9324,Victoria,Riverside Plaza,44.97,-93.24889,Einstein Bros Bagels,44.96578202259786,-93.24121344907383,Bagel Shop
9325,Victoria,Riverside Plaza,44.97,-93.24889,Minnesota Queen,44.97571476892455,-93.24053874199862,Boat or Ferry
9326,Victoria,Riverside Plaza,44.97,-93.24889,Rebecca's Bakery & Cafe,44.96253953339282,-93.24222959299564,Bakery
9327,Victoria,Riverside Plaza,44.97,-93.24889,Courtyard Marriott Metrodome,44.97360069764885,-93.2473637605957,Hotel
9328,Victoria,Riverside Plaza,44.97,-93.24889,Papa John's Blegen Hall,44.9718875724367,-93.24328422546387,Pizza Place
9329,Victoria,Riverside Plaza,44.97,-93.24889,People's Center Theatre,44.969215999999996,-93.243786,Performing Arts Venue
9330,Victoria,Riverside Plaza,44.97,-93.24889,Malabari,44.96952407128346,-93.24708622653935,Indian Restaurant
9331,Victoria,Riverside Plaza,44.97,-93.24889,Walgreens,44.9757808,-93.25508995,Pharmacy
9332,Victoria,Riverside Plaza,44.97,-93.24889,U.S. Bank ATM,44.97243650336732,-93.24320936012928,ATM
9333,Victoria,Riverside Plaza,44.97,-93.24889,Sullivan Cafe,44.97343784244647,-93.24505433418778,Café
9334,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Wendouree Railway Station,-37.53965525219203,143.8200234973543,Train Station
9335,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Woolworths,-37.533689317076515,143.82441986022047,Food & Drink Shop
9336,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Kmart,-37.534723242692095,143.82441986022047,Department Store
9337,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Spotlight,-37.53461095604547,143.82147789891997,Arts & Crafts Store
9339,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Coles,-37.53499819075595,143.82350206375122,Food & Drink Shop
9340,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Hungry Jack's,-37.539519239321706,143.8226648198172,Fast Food Restaurant
9341,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,KFC,-37.539827,143.82248282432556,Fast Food Restaurant
9342,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Donut King,-37.534711,143.824735,Donut Shop
9343,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Gloria Jean's Coffees,-37.535445,143.824819,Coffee Shop
9344,Victoria,Stockland Wendouree,-37.531940000000006,143.82306,Simply Magical Celebrations,-37.5251399,143.8233747,Event Service
9345,Victoria,Stockland Traralgon,-38.19417,146.53972,Woolworths,-38.19633620462402,146.5339319648363,Food & Drink Shop
9346,Victoria,Stockland Traralgon,-38.19417,146.53972,Kmart,-38.19433463026078,146.53909152842314,Department Store
9347,Victoria,Stockland Traralgon,-38.19417,146.53972,Food & Co,-38.19026,146.53868,Coffee Shop
9348,Victoria,Stockland Traralgon,-38.19417,146.53972,Three Little Birds Cafe,-38.19729809241092,146.5369931363207,Café
9349,Victoria,Stockland Traralgon,-38.19417,146.53972,JB Hi-Fi,-38.19747960341036,146.53693559521196,Electronics Store
9350,Victoria,Stockland Traralgon,-38.19417,146.53972,The Reject Shop Traralgon,-38.19498,146.5398,Discount Store
9352,Victoria,Stockland Traralgon,-38.19417,146.53972,The Grand Junction Hotel Bistro,-38.19800316005745,146.53795848926285,Australian Restaurant
9353,Victoria,Stockland Traralgon,-38.19417,146.53972,Subway,-38.198906,146.53323246969714,Sandwich Place
9354,Victoria,Stockland Traralgon,-38.19417,146.53972,Cafe Aura,-38.19633696639903,146.5391017140779,Australian Restaurant
9355,Victoria,Stockland Traralgon,-38.19417,146.53972,Best Western Governor Gipps Motor Inn,-38.19385807734886,146.54599991161376,Hotel
9356,Victoria,Stockland Traralgon,-38.19417,146.53972,MOMO Traralgon,-38.19600144669083,146.535511966461,Australian Restaurant
9357,Victoria,Stockland Traralgon,-38.19417,146.53972,Aldi,-38.1956994811626,146.5397865807266,Food & Drink Shop
9358,Victoria,Stockland Traralgon,-38.19417,146.53972,Nando's,-38.195152520087554,146.53942214557003,Portuguese Restaurant
9359,Victoria,Stockland Traralgon,-38.19417,146.53972,Boost Juice,-38.19498,146.5398,Juice Bar
9360,Victoria,Stockland Traralgon,-38.19417,146.53972,Neilsons,-38.19658,146.53974,Australian Restaurant
9361,Victoria,Stockland Traralgon,-38.19417,146.53972,Donut King,-38.19466,146.540257,Donut Shop
9362,Victoria,Stockland Traralgon,-38.19417,146.53972,KFC,-38.19912908742666,146.53362609908027,Fast Food Restaurant
9363,Victoria,Stockland Traralgon,-38.19417,146.53972,Iimis Cafe,-38.19616662057506,146.53867407554944,Greek Restaurant
9364,Victoria,Stockland Traralgon,-38.19417,146.53972,Traralgon Thai Restaurant,-38.19764,146.53821,Asian Restaurant
9365,Victoria,Stockland Traralgon,-38.19417,146.53972,Cold Rock,-38.19420751311864,146.54162018062647,Dessert Shop
9366,Victoria,Stockland Traralgon,-38.19417,146.53972,Feature Grain,-38.201441,146.53685700000005,Furniture / Home Store
9367,Victoria,Stockland Traralgon,-38.19417,146.53972,Domino's Pizza,-38.19816989419749,146.53848939845167,Pizza Place
9369,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Geelong Station,-38.14464737461522,144.35509286930707,Train Station
9370,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Coles,-38.14620133340632,144.36357021331787,Food & Drink Shop
9371,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Eastern Beach,-38.1468977703485,144.37155749667704,Beach
9372,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Target,-38.146462888685754,144.36252235783516,Department Store
9373,Victoria,Westfield Bay City,-38.146390000000004,144.3625,The Coffee Club,-38.14701133427531,144.36273336410522,Café
9375,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Waterfront Kitchen,-38.14343818694108,144.3607993840635,College Cafeteria
9376,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Big W,-38.14748530912513,144.36378977256214,Department Store
9377,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Myer,-38.146808834901236,144.3628621101379,Department Store
9378,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Geelong Waterfront,-38.14421951194047,144.36217699698358,Beach
9379,Victoria,Westfield Bay City,-38.146390000000004,144.3625,McDonald's,-38.15006109908817,144.36189979117052,Fast Food Restaurant
9380,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Village Cinemas,-38.14969796565212,144.36102158510235,Movie Theater
9381,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Sailors' Rest,-38.14435918053228,144.36250007741432,Australian Restaurant
9382,Victoria,Westfield Bay City,-38.146390000000004,144.3625,7-Eleven,-38.14840739056877,144.36041260264935,Convenience Store
9383,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Officeworks,-38.14838611179425,144.3640794495817,Paper / Office Supplies Store
9384,Victoria,Westfield Bay City,-38.146390000000004,144.3625,7-Eleven,-38.15188443864351,144.3674605084573,Convenience Store
9385,Victoria,Westfield Bay City,-38.146390000000004,144.3625,JB Hi-Fi,-38.14818835075775,144.36248123645782,Electronics Store
9386,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Bean Squeeze,-38.144639383718086,144.35715410747738,Coffee Shop
9387,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Panache Cafe & Creperie,-38.14455572404168,144.36318205978793,Café
9388,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Chemist Warehouse,-38.14925812520305,144.36411168351754,Pharmacy
9389,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Novotel,-38.144798771161916,144.3635039296492,Hotel
9390,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Wood Oven Pizza,-38.14226775602075,144.35574456033828,Pizza Place
9391,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Cafe Go!,-38.14987458849013,144.36553252213918,Café
9393,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Wah Wah Gee,-38.140324,144.363005,Asian Restaurant
9394,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Guf Good Games Geelong,-38.14690154990636,144.3595139517874,Toy / Game Store
9395,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Hog's Breath Cafe,-38.147434123308265,144.36355118564418,Steakhouse
9396,Victoria,Westfield Bay City,-38.146390000000004,144.3625,King George Fish and Grill,-38.14399,144.36149,Fish & Chips Shop
9397,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Cartel Roasters Brew Bar,-38.14802707525134,144.35894618170647,Coffee Shop
9398,Victoria,Westfield Bay City,-38.146390000000004,144.3625,James St Bakery,-38.14840022030789,144.35869755514125,Café
9399,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Fisherman's Pier Restaurant,-38.145059217886676,144.36495476921047,Seafood Restaurant
9400,Victoria,Westfield Bay City,-38.146390000000004,144.3625,The Geelong Boat House,-38.14154472307276,144.3597277757884,Fish & Chips Shop
9401,Victoria,Westfield Bay City,-38.146390000000004,144.3625,National Wool Museum,-38.14532889334834,144.36148556805054,Museum
9402,Victoria,Westfield Bay City,-38.146390000000004,144.3625,A Rani Restaurant,-38.14806881740737,144.36349086014974,Asian Restaurant
9403,Victoria,Westfield Bay City,-38.146390000000004,144.3625,A Spot For Joe,-38.149558294836865,144.35798458976154,Coffee Shop
9404,Victoria,Westfield Bay City,-38.146390000000004,144.3625,The Sporting Globe,-38.149368670538635,144.3609474727062,Bar
9405,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Pizzaland Bistro,-38.14219065043868,144.3557360113989,Pizza Place
9406,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Rebel Sport,-38.15225,144.35536,Sporting Goods Shop
9407,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Anytime Fitness Geelong,-38.14788168544088,144.36312705838813,Athletics & Sports
9408,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Edge,-38.144466034874476,144.36269460078998,Bar
9409,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Freckleduck Cafe,-38.14784,144.36357,Café
9410,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Hot Chicken Project,-38.1481,144.35915,Fried Chicken Joint
9411,Victoria,Westfield Bay City,-38.146390000000004,144.3625,The Max Hotel,-38.143515919717416,144.35948842437173,Bar
9412,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Customs House Restaurant,-38.14490508601882,144.36237986473319,Steakhouse
9413,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Texas Hamburger & Pizza House,-38.140613607680464,144.35522367557616,Burger Joint
9414,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Geelong Performing Arts Centre,-38.14740574941382,144.35637873886526,Concert Hall
9415,Victoria,Westfield Bay City,-38.146390000000004,144.3625,The Lord Nelson,-38.14851684766096,144.36603906285984,Spanish Restaurant
9416,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Khan Curry Hut,-38.1487886608087,144.3580384183647,Indian Restaurant
9417,Victoria,Westfield Bay City,-38.146390000000004,144.3625,City Quarter,-38.14081797413208,144.362690448761,Bar
9418,Victoria,Westfield Bay City,-38.146390000000004,144.3625,La Porchetta,-38.146905136079134,144.35959869379192,Italian Restaurant
9419,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Domino's Pizza,-38.14848,144.35762,Pizza Place
9420,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Bliss,-38.144805959255386,144.36329662799835,Dessert Shop
9421,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Best Western Admiralty Motor Inn,-38.15392,144.35881,Hotel
9422,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Beav's Bar,-38.14784237036522,144.3590387937135,Bar
9423,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Armageddon Cake,-38.14778,144.35955,Dessert Shop
9424,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Chapel on Little Ryrie,-38.14923,144.35479,Café
9425,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Parkers Steakhouse,-38.1478456849351,144.35992177284797,Steakhouse
9426,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Hi Sushi,-38.14765,144.36156,Asian Restaurant
9427,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Lamby's,-38.145198005813555,144.36143006107926,Bar
9428,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Black Bull Tapas Bar & Restaurant,-38.14583,144.36114,Spanish Restaurant
9429,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Empire Grill,-38.15365114342141,144.35842403601072,Restaurant
9430,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Fuel,-38.14525793708241,144.36073323728462,Coffee Shop
9431,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Geelong Station Bus Port,-38.145039781097985,144.35524552172558,Bus Station
9432,Victoria,Westfield Bay City,-38.146390000000004,144.3625,John Doe Speciality Coffee,-38.1502600030437,144.3633766278726,Coffee Shop
9433,Victoria,Westfield Bay City,-38.146390000000004,144.3625,Cocco Lounge,-38.150055,144.361488,Café
9434,Victoria,Westfield Bay City,-38.146390000000004,144.3625,KFC,-38.1465388348614,144.36256974935532,Fast Food Restaurant
9435,Victoria,Westfield Bay City,-38.146390000000004,144.3625,The Beach House,-38.147205578422046,144.37347909895905,Mediterranean Restaurant
